Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU4542,75.25528229,43,198,4500.686385,Male,27,23,93,1,Carrier B,5.158931842,Supplier 1,Delhi,1,86,28,82.87703467,Pending,0.956983036,Road,Route B,362.4862059
skincare,SKU4543,11.48005388,64,359,4868.843304,Unknown,59,23,68,8,Carrier C,3.95643223,Supplier 4,Delhi,34,1121,1,85.00575208,Pending,1.490719545,Air,Route B,846.5836826
cosmetics,SKU4544,57.11656121,79,147,7345.081261,Female,74,14,36,5,Carrier A,8.611658778,Supplier 3,Bangalore,18,397,3,41.9641032,Pending,2.823513603,Road,Route B,489.2470457
cosmetics,SKU4545,85.80941231,61,450,7646.25659,Female,62,20,38,7,Carrier B,9.079462285,Supplier 2,Chennai,16,431,7,82.42204445,Pending,1.54927008,Rail,Route A,774.3815277
skincare,SKU4546,79.26842249,83,513,5035.699134,Female,20,21,100,7,Carrier B,4.973380619,Supplier 4,Mumbai,6,473,24,47.36234815,Fail,1.653482033,Air,Route A,60.27410903
cosmetics,SKU4547,91.17673479,2,131,5273.020666,Female,71,11,36,6,Carrier B,7.634070726,Supplier 4,Mumbai,20,215,14,42.85397864,Pass,1.02299772,Rail,Route A,796.4157502
haircare,SKU4548,1.072426894,45,244,8924.128991,Female,54,7,5,1,Carrier B,5.509960434,Supplier 1,Mumbai,10,530,21,6.099250819,Fail,0.890753376,Air,Route B,533.961517
cosmetics,SKU4549,85.02358691,66,723,5189.465089,Non-binary,55,15,13,5,Carrier A,10.38824424,Supplier 1,Mumbai,13,603,6,24.74501987,Fail,2.444394026,Air,Route B,541.8232995
skincare,SKU4550,19.88497785,75,87,5435.403523,Non-binary,16,18,15,7,Carrier B,2.477683969,Supplier 2,Delhi,15,416,9,7.216708384,Fail,0.780976831,Road,Route A,761.9861751
skincare,SKU4551,41.11813988,28,-197,7932.305781,Unknown,73,28,65,8,Carrier C,3.467304104,Supplier 5,Delhi,20,743,14,14.47084816,Fail,0.215287439,Road,Route A,272.4790719
skincare,SKU4552,69.92456848,16,228,6132.723259,Unknown,108,9,7,3,Carrier B,2.428907014,Supplier 1,Kolkata,21,772,26,24.812718,Pending,1.065590985,Air,Route A,607.0283044
cosmetics,SKU4553,34.43463893,57,481,1392.475289,Male,0,14,64,3,Carrier B,7.849310684,Supplier 2,Mumbai,7,295,9,21.39054837,Fail,4.788103233,Air,Route C,28.64381545
skincare,SKU4554,54.01109459,34,627,7708.93416,Female,104,24,45,4,Carrier C,4.706390759,Supplier 5,Kolkata,34,1135,9,30.71384886,Fail,2.405016001,Air,Route C,587.4869273
haircare,SKU4555,47.70926667,83,675,2454.576477,Non-binary,116,24,18,9,Carrier A,6.059980239,Supplier 1,Kolkata,25,684,9,91.25612592,Pass,1.039109472,Rail,Route C,325.7081783
haircare,SKU4556,102.1091651,101,559,10112.61362,Female,31,22,11,2,Carrier C,6.569916757,Supplier 3,Chennai,12,921,12,21.34294763,Pending,2.321400353,Air,Route C,230.4278107
skincare,SKU4557,24.43232866,77,59,10273.67755,Unknown,23,26,75,7,Carrier B,7.70103056,Supplier 4,Kolkata,31,422,14,37.39487352,Pending,1.484238398,Road,Route B,401.0082207
skincare,SKU4558,35.87677256,70,-715,7228.214687,Unknown,110,3,54,6,Carrier B,5.889358522,Supplier 3,Mumbai,3,287,17,64.85260469,Pending,3.616458445,Road,Route A,956.0729987
cosmetics,SKU4559,15.26863729,25,631,552.041658,Female,47,27,16,7,Carrier A,7.436820605,Supplier 4,Chennai,22,975,1,36.82772888,Pending,3.15891595,Rail,Route B,298.479925
cosmetics,SKU4560,52.24256425,9,323,5029.920827,Female,30,15,43,0,Carrier C,4.411612418,Supplier 2,Chennai,7,522,14,78.70982413,Pass,1.432945627,Rail,Route B,330.008594
cosmetics,SKU4561,17.05208405,13,544,4863.074853,Non-binary,5,17,35,5,Carrier A,5.927361838,Supplier 3,Kolkata,3,406,13,20.85754995,Pending,4.197955691,Air,Route C,654.7246715
haircare,SKU4562,82.37577998,6,416,5754.926756,Male,91,13,53,10,Carrier B,4.519958394,Supplier 2,Bangalore,24,859,22,63.19824863,Pass,0.803046743,Road,Route B,905.7502747
haircare,SKU4563,52.24013855,17,215,2516.609519,Unknown,99,7,62,8,Carrier B,5.182209936,Supplier 1,Bangalore,3,376,5,74.29708313,Fail,3.36917093,Air,Route C,1308.212828
skincare,SKU4564,55.98030796,18,847,5662.490173,Unknown,58,30,80,0,Carrier B,8.311033161,Supplier 2,Kolkata,23,764,21,67.58805616,Pending,2.174027568,Road,Route A,266.4607642
haircare,SKU4565,82.73885247,110,293,7750.775845,Non-binary,55,19,9,6,Carrier B,2.353836257,Supplier 2,Chennai,8,743,20,9.522629896,Pending,4.003998475,Road,Route A,188.1858061
haircare,SKU4566,83.37493129,64,261,9405.957897,Male,59,22,49,5,Carrier B,2.094301267,Supplier 5,Bangalore,36,553,28,67.84747267,Pass,1.510911928,Rail,Route B,574.4249939
cosmetics,SKU4567,74.81790765,58,676,11957.19897,Unknown,81,34,41,5,Carrier B,2.423333096,Supplier 5,Mumbai,11,551,13,58.0960134,Pass,1.889270055,Air,Route B,180.041335
skincare,SKU4568,6.970445018,83,656,4986.92587,Female,32,18,45,4,Carrier B,6.121561589,Supplier 4,Delhi,11,1,3,44.18129103,Pending,1.032819847,Rail,Route A,546.7263313
skincare,SKU4569,60.49150199,47,466,7872.012682,Female,46,16,67,13,Carrier B,10.37265652,Supplier 3,Bangalore,13,398,21,92.28820228,Fail,3.475579145,Rail,Route B,400.5698905
cosmetics,SKU4570,61.46953208,34,562,2935.432685,Unknown,14,0,63,5,Carrier C,5.336528576,Supplier 2,Bangalore,12,357,13,40.31658324,Pending,2.680464522,Road,Route B,131.2755046
cosmetics,SKU4571,6.076066834,22,627,7483.838811,Non-binary,53,14,92,1,Carrier C,7.701172224,Supplier 5,Chennai,34,627,8,1.215620895,Fail,4.449054608,Sea,Route C,463.1615402
skincare,SKU4572,24.19474408,107,701,6578.796798,Female,81,17,72,10,Carrier A,6.265702494,Supplier 5,Chennai,26,364,15,38.58722538,Fail,0.399357207,Sea,Route A,462.2564037
skincare,SKU4573,43.99602179,14,166,2961.48794,Unknown,94,14,94,5,Carrier A,7.744176307,Supplier 5,Delhi,8,620,23,75.87224246,Pass,2.141247936,Sea,Route A,351.023432
haircare,SKU4574,50.04762439,33,478,5723.364667,Non-binary,94,4,5,12,Carrier B,5.351881847,Supplier 4,Mumbai,16,377,23,51.07317872,Fail,0.568322956,Rail,Route A,304.1472665
haircare,SKU4575,7.344831374,56,582,10793.11463,Female,40,24,78,5,Carrier C,2.761135995,Supplier 2,Kolkata,27,1116,26,75.78638307,Fail,1.812636346,Road,Route B,590.3722305
skincare,SKU4576,10.93662665,40,569,6097.310939,Unknown,24,32,44,4,Carrier B,6.788175869,Supplier 5,Delhi,21,602,18,36.75742158,Pass,3.670280616,Air,Route C,309.1281952
haircare,SKU4577,33.77875094,51,490,44.72271086,Non-binary,46,13,28,3,Carrier B,5.860638574,Supplier 3,Kolkata,4,907,3,45.05612595,Pending,1.875203979,Sea,Route A,669.4702906
haircare,SKU4578,99.43153317,81,837,6457.874583,Non-binary,44,15,10,3,Carrier A,4.904290373,Supplier 1,Mumbai,0,592,5,36.89917664,Pending,4.953896855,Rail,Route B,753.4932464
cosmetics,SKU4579,95.25742855,10,-394,2999.523125,Unknown,18,16,38,7,Carrier B,6.35572381,Supplier 5,Chennai,16,1345,16,24.78526206,Fail,2.347522454,Road,Route A,305.9266577
cosmetics,SKU4580,46.20621511,77,337,6859.358974,Female,54,29,72,5,Carrier B,3.504297859,Supplier 5,Delhi,26,734,24,79.31123118,Pending,0.127695908,Road,Route A,530.0770907
haircare,SKU4581,31.3224177,28,487,5957.106504,Female,127,12,17,5,Carrier A,6.985510617,Supplier 4,Chennai,1,763,9,54.6711218,Fail,3.1847704,Road,Route C,854.6295084
skincare,SKU4582,33.37193645,35,1065,8585.166135,Male,66,7,23,8,Carrier B,6.16579124,Supplier 3,Bangalore,21,292,16,63.94478766,Pending,4.014955097,Road,Route A,119.3365665
cosmetics,SKU4583,41.81365617,27,740,7153.021783,Non-binary,24,26,38,4,Carrier A,2.25561147,Supplier 5,Bangalore,16,748,1,86.65922554,Pending,0.354606329,Rail,Route A,20.98473053
skincare,SKU4584,52.61852523,0,512,5448.323595,Non-binary,17,3,63,5,Carrier C,3.402814604,Supplier 3,Kolkata,14,587,0,62.38469355,Fail,1.659158524,Rail,Route A,903.2886245
haircare,SKU4585,31.38728595,82,808,7502.127062,Male,62,4,74,7,Carrier A,5.820487852,Supplier 1,Kolkata,10,655,11,37.92710575,Fail,5.035044931,Air,Route A,904.1787287
haircare,SKU4586,18.68755245,4,494,7706.296896,Male,41,2,28,8,Carrier C,0.967119713,Supplier 3,Kolkata,1,618,16,29.72590223,Pass,2.464340441,Sea,Route A,1057.300895
skincare,SKU4587,79.65430916,56,78,7514.503989,Female,24,19,27,4,Carrier A,4.708193339,Supplier 5,Delhi,4,622,9,98.43055255,Fail,2.262138371,Road,Route B,237.1040541
haircare,SKU4588,38.01710872,29,775,643.4349378,Female,59,19,4,7,Carrier B,9.613430661,Supplier 3,Bangalore,10,66,16,34.27116388,Fail,0.349028558,Rail,Route A,162.0483476
skincare,SKU4589,4.276085118,66,1050,7681.023852,Female,40,8,41,5,Carrier A,8.214142597,Supplier 4,Bangalore,19,841,23,39.71552014,Fail,0.351874865,Rail,Route B,527.408163
haircare,SKU4590,34.092028,28,464,4170.865868,Female,46,20,54,4,Carrier B,3.30852314,Supplier 2,Bangalore,26,873,17,28.1787401,Pending,2.718664933,Rail,Route C,417.4623619
haircare,SKU4591,26.81215915,74,21,6082.500618,Non-binary,40,18,57,4,Carrier B,5.306212762,Supplier 4,Chennai,14,367,23,25.5546902,Pending,1.558622253,Air,Route B,744.990817
skincare,SKU4592,56.89819754,57,144,3199.771754,Unknown,21,20,30,6,Carrier B,3.60374708,Supplier 2,Chennai,26,716,20,96.42874745,Fail,1.726619797,Road,Route B,461.2039812
skincare,SKU4593,23.6461714,13,361,3728.677302,Unknown,65,14,102,7,Carrier C,1.327800937,Supplier 3,Kolkata,1,351,25,38.96098799,Pending,0.954817801,Road,Route A,242.1358459
haircare,SKU4594,64.38606744,41,117,3689.52364,Unknown,19,7,20,2,Carrier C,3.656956946,Supplier 4,Chennai,20,686,44,65.83224554,Pending,3.283674472,Rail,Route B,283.6831754
skincare,SKU4595,35.29370175,12,200,8040.088445,Male,73,22,45,3,Carrier B,8.218891867,Supplier 1,Chennai,13,755,2,66.26503532,Pass,4.217470737,Rail,Route C,843.4078096
skincare,SKU4596,52.11376293,77,414,7525.392966,Unknown,10,21,15,4,Carrier B,10.01035145,Supplier 4,Mumbai,32,714,36,49.68874618,Fail,0.263809834,Air,Route A,515.6431442
skincare,SKU4597,46.3778334,16,295,5940.565264,Non-binary,32,13,0,10,Carrier C,6.025724361,Supplier 4,Mumbai,20,512,24,15.84451466,Pending,1.971533229,Rail,Route A,778.6819262
haircare,SKU4598,57.67614764,64,243,5356.94831,Female,11,8,69,9,Carrier C,5.66080737,Supplier 1,Kolkata,23,368,11,58.55000994,Fail,5.58242404,Sea,Route A,513.5151499
cosmetics,SKU4599,64.37981694,10,972,5583.897141,Female,62,15,30,7,Carrier B,8.082169513,Supplier 3,Chennai,13,899,13,64.25775722,Fail,1.428246757,Sea,Route A,79.50146036
skincare,SKU4600,65.20544176,76,594,3010.230355,Unknown,20,15,111,4,Carrier A,7.164067231,Supplier 2,Bangalore,30,361,6,38.0235883,Fail,2.088632339,Road,Route B,490.2484769
cosmetics,SKU4601,79.05785042,71,558,8020.018015,Female,24,10,76,6,Carrier A,2.762178424,Supplier 3,Mumbai,14,740,17,66.70458812,Pending,2.221391708,Air,Route A,475.2030278
haircare,SKU4602,62.71110969,51,101,1320.359562,Unknown,11,22,51,7,Carrier B,10.42085401,Supplier 3,Delhi,9,886,23,108.6616375,Pending,4.009735583,Sea,Route C,983.5820735
cosmetics,SKU4603,62.53048239,11,655,5708.107578,Non-binary,68,13,55,11,Carrier C,5.852093056,Supplier 4,Chennai,4,626,11,67.26049605,Fail,3.992435319,Sea,Route A,424.7234124
haircare,SKU4604,75.46145801,28,556,8914.823161,Female,39,15,81,3,Carrier C,3.885674693,Supplier 5,Chennai,40,656,18,85.3618079,Pending,1.612683866,Rail,Route C,436.2935442
skincare,SKU4605,49.05845144,117,308,4074.498056,Female,48,6,59,6,Carrier B,8.132708687,Supplier 5,Kolkata,31,462,0,28.71541638,Fail,3.791722169,Road,Route C,468.268042
skincare,SKU4606,31.93617692,48,321,6697.308507,Unknown,74,10,22,6,Carrier A,4.325103981,Supplier 4,Kolkata,21,496,18,25.86731127,Pending,3.95662776,Air,Route C,210.0315855
skincare,SKU4607,74.90650684,41,381,9335.172931,Non-binary,69,26,79,8,Carrier B,5.767025218,Supplier 2,Bangalore,2,708,4,54.08445218,Fail,0.715845218,Road,Route A,489.4662392
skincare,SKU4608,39.49703369,72,227,6102.615923,Female,99,8,70,5,Carrier B,4.348180216,Supplier 1,Mumbai,28,695,24,62.285038,Pending,0.357756152,Rail,Route C,539.1565581
haircare,SKU4609,15.42063009,54,535,69.98974457,Unknown,115,17,50,5,Carrier C,10.69391068,Supplier 3,Mumbai,18,649,5,59.54749129,Pass,3.700485961,Rail,Route B,584.5414732
skincare,SKU4610,32.05538789,56,47,5659.095631,Female,43,14,68,4,Carrier C,6.180394894,Supplier 2,Delhi,26,513,17,89.11214251,Pending,3.741177569,Sea,Route C,848.1440107
haircare,SKU4611,87.96788941,9,43,6800.690525,Non-binary,63,18,54,4,Carrier C,2.078127981,Supplier 1,Delhi,21,574,7,89.57842144,Fail,2.876057113,Air,Route B,523.610534
skincare,SKU4612,80.96028712,88,94,1882.689253,Unknown,43,16,100,5,Carrier C,5.373103559,Supplier 2,Kolkata,22,216,19,37.62903846,Pending,0.378366173,Rail,Route A,396.9620734
skincare,SKU4613,78.98432142,29,570,7257.936197,Male,51,15,43,5,Carrier B,3.8377455,Supplier 1,Kolkata,27,653,17,69.96509515,Fail,3.511557927,Air,Route A,599.0171709
haircare,SKU4614,66.24409257,16,177,7600.578839,Non-binary,25,11,7,9,Carrier B,6.519941635,Supplier 4,Mumbai,16,676,4,65.69621996,Fail,2.027685637,Sea,Route B,9.088221321
skincare,SKU4615,86.53048473,77,518,3396.234821,Non-binary,34,6,51,1,Carrier C,3.153409329,Supplier 1,Chennai,8,460,17,48.72875388,Pending,2.134257244,Sea,Route C,654.0262662
haircare,SKU4616,12.85962818,67,841,7430.421706,Male,71,26,74,4,Carrier B,8.777853585,Supplier 3,Chennai,9,462,17,8.478719718,Pass,1.420646413,Air,Route A,1030.915086
skincare,SKU4617,68.45941135,38,369,3486.876619,Unknown,47,10,87,8,Carrier B,8.720504507,Supplier 2,Kolkata,19,958,27,9.884460696,Pending,2.202124472,Air,Route C,336.8640928
skincare,SKU4618,78.01373044,26,488,9612.351646,Unknown,58,8,15,5,Carrier A,6.914350774,Supplier 2,Chennai,10,619,17,60.67843031,Pending,4.65314858,Air,Route A,198.5496505
haircare,SKU4619,12.00681753,79,184,4609.10215,Male,50,30,40,8,Carrier B,2.790053445,Supplier 4,Mumbai,16,418,18,18.71714133,Fail,2.230665222,Sea,Route C,653.9029663
skincare,SKU4620,37.38562165,23,1092,712.7325658,Female,61,20,34,6,Carrier C,5.564938315,Supplier 1,Kolkata,24,616,8,38.16359431,Fail,0.654583212,Air,Route A,829.430606
cosmetics,SKU4621,51.89293075,35,1051,7512.352586,Unknown,132,18,41,0,Carrier B,2.724615114,Supplier 4,Kolkata,30,550,25,35.94154232,Pending,5.09284502,Road,Route C,732.1436047
cosmetics,SKU4622,49.14645564,57,603,10177.09953,Non-binary,25,13,23,4,Carrier B,6.066583152,Supplier 5,Mumbai,12,1033,8,77.05719754,Pass,1.540618473,Rail,Route B,600.2243655
skincare,SKU4623,47.74236175,45,164,10390.99834,Non-binary,53,19,79,10,Carrier C,4.853522395,Supplier 1,Mumbai,14,817,15,53.16597137,Fail,0.60501693,Rail,Route C,38.19131337
skincare,SKU4624,42.55177553,13,853,7232.747617,Male,10,24,42,1,Carrier C,6.600871739,Supplier 5,Chennai,20,482,9,87.13001237,Pending,1.195564825,Rail,Route B,347.0656748
haircare,SKU4625,21.09700149,40,260,2579.441501,Unknown,51,19,46,0,Carrier B,4.836800529,Supplier 5,Bangalore,17,776,12,90.64931658,Pass,2.109276584,Road,Route B,480.0951681
haircare,SKU4626,15.83301562,55,107,7192.610552,Male,44,11,73,5,Carrier C,1.444401023,Supplier 2,Chennai,24,317,19,61.51600376,Fail,1.437790786,Air,Route C,757.1502725
haircare,SKU4627,44.00637624,13,811,5992.862154,Unknown,74,3,25,10,Carrier B,4.887201876,Supplier 5,Delhi,13,20,13,51.44916978,Pending,2.794275088,Sea,Route A,600.1792405
cosmetics,SKU4628,33.9697388,32,462,6970.869023,Non-binary,12,12,83,7,Carrier C,6.409676278,Supplier 1,Mumbai,3,463,12,27.97596716,Fail,0.215130107,Air,Route A,810.7360246
skincare,SKU4629,67.38051804,77,599,9035.432008,Non-binary,64,13,30,8,Carrier A,6.961695862,Supplier 4,Kolkata,21,493,17,58.99752907,Pass,3.256009236,Sea,Route A,430.786644
haircare,SKU4630,19.70753965,39,274,6444.672903,Male,103,16,20,2,Carrier C,5.070514141,Supplier 3,Chennai,16,618,12,4.928886997,Fail,0.073263314,Air,Route A,464.1032808
skincare,SKU4631,42.87737039,68,444,3637.993519,Female,103,20,4,5,Carrier B,4.348219416,Supplier 1,Chennai,16,1046,9,7.617282118,Pending,5.514328903,Road,Route A,797.2936392
skincare,SKU4632,90.55306444,4,667,3832.538794,Unknown,34,22,35,4,Carrier A,5.605284132,Supplier 3,Delhi,21,455,5,70.74868131,Fail,1.760909129,Rail,Route B,960.2437576
skincare,SKU4633,29.987462,38,691,9272.390499,Non-binary,26,18,45,2,Carrier A,3.20775199,Supplier 3,Mumbai,12,730,2,37.19633063,Pending,3.472405226,Rail,Route C,799.77207
haircare,SKU4634,5.441823006,12,81,5464.701546,Non-binary,13,4,69,8,Carrier C,1.08927182,Supplier 1,Mumbai,23,465,9,9.452360943,Pass,0.525472771,Air,Route A,308.131617
haircare,SKU4635,48.26052071,,1029,5250.784239,Non-binary,12,31,27,4,Carrier A,5.290008222,Supplier 1,Chennai,9,352,21,89.81449991,Fail,3.06168515,Rail,Route B,356.0658199
skincare,SKU4636,54.19592477,34,782,5455.218759,Non-binary,119,13,35,10,Carrier C,8.769335612,Supplier 5,Chennai,8,720,15,90.40432742,Pass,0.162886553,Air,Route A,657.3357908
skincare,SKU4637,99.58311014,58,317,8254.815585,Non-binary,36,20,43,8,Carrier B,9.15289806,Supplier 5,Mumbai,11,218,3,5.626214988,Pending,4.77674185,Rail,Route A,308.8131417
skincare,SKU4638,73.63809865,44,641,8138.184189,Unknown,73,5,61,6,Carrier B,4.366518689,Supplier 1,Mumbai,25,995,10,74.96452588,Pending,3.68813068,Road,Route B,273.5704455
haircare,SKU4639,2.525908651,36,532,5785.504277,Male,68,19,15,5,Carrier C,5.973357437,Supplier 3,Kolkata,17,423,21,42.88550168,Pending,3.259110073,Sea,Route B,664.0848367
haircare,SKU4640,50.96955301,41,616,9415.918331,Non-binary,70,4,64,7,Carrier C,6.544524043,Supplier 2,Bangalore,48,650,23,30.07144345,Fail,0.478376038,Rail,Route B,893.2405138
haircare,SKU4641,42.36027599,54,623,9069.327216,Unknown,17,8,21,1,Carrier A,8.064116607,Supplier 1,Kolkata,15,473,0,23.29795496,Pending,1.785893749,Air,Route B,781.8875655
skincare,SKU4642,32.94137796,66,791,8395.120493,Unknown,45,13,79,1,Carrier B,4.562808378,Supplier 5,Mumbai,2,926,17,63.44189587,Fail,5.882722098,Air,Route B,493.7795155
haircare,SKU4643,103.1288591,57,849,7746.861576,Male,76,6,43,6,Carrier B,3.665278883,Supplier 1,Mumbai,13,569,2,14.94512637,Pass,3.878469726,Rail,Route B,622.2056148
cosmetics,SKU4644,118.4381586,58,502,4635.491724,Unknown,21,0,28,2,Carrier B,8.919231788,Supplier 2,Kolkata,12,135,21,49.7408234,Fail,1.069906839,Sea,Route A,591.3533444
skincare,SKU4645,25.28626415,93,827,5190.418324,Unknown,43,20,28,4,Carrier C,4.590529421,Supplier 5,Mumbai,15,438,24,10.92568598,Fail,1.250645045,Air,Route C,747.1665724
cosmetics,SKU4646,54.37629445,43,495,5854.1758,Unknown,58,2,22,6,Carrier B,5.243208611,Supplier 1,Delhi,14,366,11,82.45311149,Fail,0.504601117,Sea,Route C,426.3502062
haircare,SKU4647,45.9036329,59,382,8557.078821,Unknown,73,1,15,5,Carrier B,5.602923829,Supplier 2,Chennai,10,797,11,31.86178848,Fail,0.651425502,Sea,Route A,314.0359046
skincare,SKU4648,83.05932012,48,28,5337.300306,Non-binary,106,12,21,8,Carrier C,1.151657671,Supplier 2,Bangalore,20,424,1,25.49048269,Pending,2.617274072,Air,Route A,74.55340714
haircare,SKU4649,56.43464945,59,227,7227.661598,Non-binary,24,14,69,6,Carrier B,6.70596292,Supplier 4,Bangalore,40,427,35,77.24530403,Fail,3.266715416,Road,Route B,692.3818296
haircare,SKU4650,97.54862293,27,405,11863.8745,Unknown,68,14,81,6,Carrier B,5.445574392,Supplier 2,Delhi,16,892,15,46.25609736,Fail,3.808196794,Air,Route C,386.6856367
skincare,SKU4651,107.5870435,5,308,6807.524737,Male,73,21,50,5,Carrier B,4.913578508,Supplier 2,Bangalore,24,153,1,50.10305086,Fail,2.391210402,Air,Route A,1022.03636
skincare,SKU4652,19.21878363,,271,11871.46178,Unknown,42,27,38,2,Carrier B,3.313328325,Supplier 4,Delhi,11,567,14,43.98862215,Fail,2.614395704,Rail,Route A,73.04056117
cosmetics,SKU4653,7.808708544,17,171,8278.369102,Non-binary,23,8,107,6,Carrier C,5.071999566,Supplier 2,Mumbai,21,480,21,23.66152487,Fail,0.841976816,Rail,Route C,735.6003246
skincare,SKU4654,36.06079358,37,189,4060.078922,Female,59,17,27,6,Carrier B,6.377156792,Supplier 2,Bangalore,21,589,20,56.77977067,Pass,3.692085653,Road,Route B,567.2241395
cosmetics,SKU4655,64.07856049,31,494,4260.385609,Non-binary,3,20,15,9,Carrier B,4.624558704,Supplier 1,Kolkata,15,664,11,61.30442222,Pending,5.542368534,Sea,Route A,322.7846746
skincare,SKU4656,54.15885937,1,233,8872.871695,Male,93,9,78,8,Carrier A,6.524145264,Supplier 2,Kolkata,20,382,23,64.46448094,Pass,3.688925514,Sea,Route A,461.358494
skincare,SKU4657,71.67584598,69,264,6400.479551,Non-binary,58,18,38,9,Carrier A,7.632608133,Supplier 4,Kolkata,14,571,16,72.30428259,Pending,0.655030458,Air,Route B,804.5336926
haircare,SKU4658,4.291217217,77,501,4915.474669,Unknown,33,17,76,7,Carrier A,5.07157326,Supplier 4,Bangalore,12,333,13,3.892460728,Fail,2.061230913,Rail,Route B,512.6241991
skincare,SKU4659,98.90529735,85,522,6679.253625,Female,49,12,32,2,Carrier A,1.215296884,Supplier 2,Chennai,19,412,21,2.805585409,Fail,1.844793468,Road,Route A,760.0283566
skincare,SKU4660,78.18870749,42,21,3337.157853,Female,69,20,7,5,Carrier A,2.915540927,Supplier 2,Mumbai,25,187,26,38.56745099,Fail,1.133037024,Air,Route C,539.6699264
skincare,SKU4661,5.024994535,87,87,4133.161693,Female,113,22,112,3,Carrier C,5.527157028,Supplier 2,Delhi,18,755,12,23.05701628,Fail,4.438763439,Air,Route B,580.5059662
haircare,SKU4662,75.63269008,37,327,2475.958896,Female,35,16,44,0,Carrier A,3.286433027,Supplier 3,Bangalore,24,278,6,82.49459539,Fail,1.996197543,Road,Route A,868.5663501
cosmetics,SKU4663,111.831827,66,928,5249.658921,Non-binary,37,17,10,0,Carrier B,6.814593914,Supplier 1,Kolkata,18,225,9,19.18871391,Pending,2.32363322,Road,Route A,493.0250744
haircare,SKU4664,60.52416035,34,802,6274.796475,Non-binary,25,10,42,6,Carrier B,5.613431758,Supplier 1,Bangalore,24,167,11,28.48365167,Pending,1.586375366,Rail,Route B,67.29883666
skincare,SKU4665,84.63956902,89,563,3370.04152,Female,2,22,63,7,Carrier A,0.355536883,Supplier 3,Bangalore,17,692,4,37.39592856,Pass,4.65525146,Sea,Route B,576.6722671
cosmetics,SKU4666,31.50341049,14,88,5125.32018,Unknown,138,17,4,5,Carrier B,7.373000064,Supplier 2,Kolkata,17,581,3,97.70619064,Pending,4.241735703,Sea,Route B,594.9149591
skincare,SKU4667,56.01363932,76,76,6412.861298,Unknown,43,7,11,7,Carrier B,7.603133015,Supplier 1,Delhi,1,629,39,19.07512276,Pending,0.966438207,Rail,Route B,516.9297655
skincare,SKU4668,63.38642555,72,447,827.5057669,Non-binary,85,26,103,7,Carrier B,4.93895477,Supplier 2,Mumbai,20,797,1,0.855467525,Pass,2.376315054,Air,Route A,227.6215618
skincare,SKU4669,62.1366832,116,101,7740.141509,Unknown,56,0,37,10,Carrier C,10.21939118,Supplier 1,Delhi,10,663,2,8.701455004,Pass,2.538938717,Rail,Route A,836.0036838
haircare,SKU4670,37.60234777,14,139,4741.706008,Male,69,22,86,8,Carrier C,2.236743963,Supplier 3,Mumbai,24,877,25,71.27884488,Fail,2.792533049,Road,Route C,607.1800508
haircare,SKU4671,68.59230344,83,511,5808.923601,Unknown,88,8,41,6,Carrier A,8.573272626,Supplier 4,Delhi,18,304,8,30.20533786,Fail,1.925533839,Road,Route A,939.2435758
skincare,SKU4672,46.823074,91,1101,4338.28207,Unknown,73,20,45,4,Carrier A,7.769669485,Supplier 5,Mumbai,25,461,15,46.54424553,Pending,3.47585467,Rail,Route A,488.1904355
skincare,SKU4673,70.63838952,40,841,4620.659511,Unknown,0,13,64,7,Carrier B,4.499048806,Supplier 1,Mumbai,20,143,11,82.83487576,Fail,0.973806545,Rail,Route A,540.0370187
cosmetics,SKU4674,76.29136373,22,729,5617.794791,Non-binary,16,15,48,6,Carrier A,5.535385881,Supplier 1,Mumbai,20,701,6,72.4973968,Pending,2.163046034,Rail,Route A,786.1419802
cosmetics,SKU4675,66.91306962,71,419,4894.159767,Non-binary,79,33,38,9,Carrier A,5.678249987,Supplier 5,Kolkata,29,980,13,25.49488149,Pending,4.563007991,Road,Route B,279.2722538
skincare,SKU4676,64.64512763,18,488,6494.324814,Male,71,14,52,4,Carrier B,7.304942259,Supplier 5,Kolkata,12,143,7,61.66704644,Pending,4.91135275,Rail,Route C,2.926492592
skincare,SKU4677,22.63495408,36,581,8159.515459,Male,56,14,32,4,Carrier A,7.834109869,Supplier 5,Mumbai,21,204,22,55.9052871,Pending,1.045815152,Air,Route B,720.3301268
haircare,SKU4678,10.98631179,13,206,5614.378191,Male,66,24,88,3,Carrier C,6.161875507,Supplier 2,Kolkata,11,488,36,36.56077309,Pass,0.51369648,Road,Route A,370.7444061
skincare,SKU4679,22.01660729,51,499,5969.659994,Male,58,24,32,3,Carrier C,10.17390394,Supplier 2,Kolkata,14,374,10,34.22995512,Pass,3.426735707,Sea,Route A,428.2159116
haircare,SKU4680,22.43212876,51,456,6752.797094,Non-binary,50,12,10,2,Carrier A,4.014857257,Supplier 4,Bangalore,15,542,6,64.53235148,Pending,2.79307032,Sea,Route A,673.2049822
haircare,SKU4681,72.99104564,26,855,3961.121237,Non-binary,42,23,85,4,Carrier A,5.32235114,Supplier 2,Chennai,12,626,23,87.74812009,Pending,1.177850482,Sea,Route A,281.8135141
